Location,Period,Value
FRA,2006-Q1,111.252406229948
FRA,2006-Q2,113.082390980075
FRA,2006-Q3,112.135732202232
FRA,2006-Q4,112.702394146715
FRA,2007-Q1,113.675719369005
FRA,2007-Q2,114.339047174607
FRA,2007-Q3,114.085715952367
FRA,2007-Q4,113.855717869018
FRA,2008-Q1,115.055707869101
FRA,2008-Q2,112.332397230023
FRA,2008-Q3,109.855751202073
FRA,2008-Q4,102.225814784877
FRA,2009-Q1,93.3625553120391
FRA,2009-Q2,93.4325547287106
FRA,2009-Q3,95.8158682010983
FRA,2009-Q4,96.6258614511546
FRA,2010-Q1,97.2591895067541
FRA,2010-Q2,98.7358438679678
FRA,2010-Q3,99.1558403679969
FRA,2010-Q4,100.509162423646
FRA,2011-Q1,103.952467062774
FRA,2011-Q2,102.855809534921
FRA,2011-Q3,101.829151423738
FRA,2011-Q4,102.342480479329
FRA,2012-Q1,100.725827284773
FRA,2012-Q2,99.342505479121
FRA,2012-Q3,100.439163006975
FRA,2012-Q4,97.8025183123474
FRA,2013-Q1,98.4291797568354
FRA,2013-Q2,100.119165673619
FRA,2013-Q3,98.4791793401722
FRA,2013-Q4,99.5125040624661
FRA,2014-Q1,99.2358397013358
FRA,2014-Q2,98.57584520129
FRA,2014-Q3,99.1425071457738
FRA,2014-Q4,98.1758485345956
FRA,2015-Q1,99.3791718402346
FRA,2015-Q2,100.172498562512
FRA,2015-Q3,100.109165756952
FRA,2015-Q4,100.33249722919
FRA,2016-Q1,100.725827284773
FRA,2016-Q2,99.8325013958217
FRA,2016-Q3,100.342497145857
FRA,2016-Q4,100.745827118107
FRA,2017-Q1,101.069157757019
FRA,2017-Q2,102.615811534904
FRA,2017-Q3,103.545803784968
FRA,2017-Q4,105.485787618436
FRA,2018-Q1,103.025808118266
FRA,2018-Q2,103.992466729444
FRA,2018-Q3,104.205798285014
FRA,2018-Q4,104.535795535037
FRA,2019-Q1,105.479121007325
FRA,2019-Q2,105.502454146215
FRA,2019-Q3,104.452462896143
FRA,2019-Q4,103.569136923859
GBR,1991-Q1,62.4463707206024
GBR,1991-Q2,61.3256282287015
GBR,1991-Q3,60.6601873741354
GBR,1991-Q4,61.0804658085982
GBR,1992-Q1,61.2906050258296
GBR,1992-Q2,61.2906050258296
GBR,1992-Q3,61.5357674459329
GBR,1992-Q4,61.3256282287015
GBR,1993-Q1,62.236231503371
GBR,1993-Q2,62.1311618947553
GBR,1993-Q3,62.0961386918834
GBR,1993-Q4,62.3763243148586
GBR,1994-Q1,63.6371596182471
GBR,1994-Q2,64.8629717187637
GBR,1994-Q3,65.4933893704579
GBR,1994-Q4,66.5791086594869
GBR,1995-Q1,65.5284125733298
GBR,1995-Q2,66.193853427896
GBR,1995-Q3,66.4039926451274
GBR,1995-Q4,66.5791086594869
GBR,1996-Q1,66.7542246738464
GBR,1996-Q2,66.1588302250241
GBR,1996-Q3,66.544085456615
GBR,1996-Q4,67.244549514053
GBR,1997-Q1,67.6998511513878
GBR,1997-Q2,68.9256632519044
GBR,1997-Q3,69.8712897294458
GBR,1997-Q4,71.3422642500657
GBR,1998-Q1,72.2178443218632
GBR,1998-Q2,72.8482619735575
GBR,1998-Q3,73.2685404080203
GBR,1998-Q4,73.5137028281236
GBR,1999-Q1,75.2298397688468
GBR,1999-Q2,75.895280623413
GBR,1999-Q3,77.4363015497767
GBR,1999-Q4,77.7164871727519
GBR,2000-Q1,78.8722528675247
GBR,2000-Q2,79.7478329393223
GBR,2000-Q3,80.4132737938884
GBR,2000-Q4,81.9192715173802
GBR,2001-Q1,82.8298747920497
GBR,2001-Q2,83.2151300236406
GBR,2001-Q3,83.8805708782068
GBR,2001-Q4,83.5303388494878
GBR,2002-Q1,84.0907100954382
GBR,2002-Q2,83.3552228351283
GBR,2002-Q3,89.3441905262236
GBR,2002-Q4,88.6787496716574
GBR,2003-Q1,88.5386568601699
GBR,2003-Q2,87.9082392084756
GBR,2003-Q3,88.6437264687856
GBR,2003-Q4,90.2547938008931
GBR,2004-Q1,91.7607915243849
GBR,2004-Q2,91.5856755100254
GBR,2004-Q3,90.3598634095088
GBR,2004-Q4,90.6750722353559
GBR,2005-Q1,90.990281061203
GBR,2005-Q2,92.6013483933106
GBR,2005-Q3,92.7064180019263
GBR,2005-Q4,94.7027405656247
GBR,2006-Q1,96.4889239120918
GBR,2006-Q2,99.9562209964101
GBR,2006-Q3,100.796777865336
GBR,2006-Q4,101.041940285439
GBR,2007-Q1,99.9211977935382
GBR,2007-Q2,99.0105945188688
GBR,2007-Q3,99.3608265475878
GBR,2007-Q4,100.026267402154
GBR,2008-Q1,100.86682427108
GBR,2008-Q2,100.341476228001
GBR,2008-Q3,99.4658961562035
GBR,2008-Q4,95.683390246038
GBR,2009-Q1,90.6050258296121
GBR,2009-Q2,89.7994921635584
GBR,2009-Q3,89.1690745118641
GBR,2009-Q4,89.5893529463269
GBR,2010-Q1,89.904561772174
GBR,2010-Q2,90.1147009894055
GBR,2010-Q3,89.4492601348393
GBR,2010-Q4,89.554329743455
GBR,2011-Q1,88.2934944400665
GBR,2011-Q2,89.0990281061203
GBR,2011-Q3,89.6593993520707
GBR,2011-Q4,90.3248402066369
GBR,2012-Q1,91.5506523071535
GBR,2012-Q2,91.7958147272568
GBR,2012-Q3,92.4962787846948
GBR,2012-Q4,92.9515804220296
GBR,2013-Q1,93.0916732335172
GBR,2013-Q2,95.1230190000876
GBR,2013-Q3,97.1543647666579
GBR,2013-Q4,97.6096664039926
GBR,2014-Q1,98.8705017073811
GBR,2014-Q2,98.9405481131249
GBR,2014-Q3,99.6059889676911
GBR,2014-Q4,99.8861745906663
GBR,2015-Q1,100.096313807898
GBR,2015-Q2,100.096313807898
GBR,2015-Q3,99.9211977935382
GBR,2015-Q4,99.8861745906663
GBR,2016-Q1,98.6953856930216
GBR,2016-Q2,99.7460817791787
GBR,2016-Q3,98.0649680413274
GBR,2016-Q4,97.7147360126084
GBR,2017-Q1,98.3101304614307
GBR,2017-Q2,98.940548113125
GBR,2017-Q3,100.411522633745
GBR,2017-Q4,103.4585412836
GBR,2018-Q1,105.349794238683
GBR,2018-Q2,105.454863847299
GBR,2018-Q3,104.92951580422
